Business Name,State,City,Address,Jobs Retained,Date Approved
HNM SYSTEMS INC,Not Found,Not Found,"505 lomas santa fe dr, suite 150 SOLANA BEACH, CA 92075",113,2020-04-27
"LASALETTE RESTAURANT, INC.",Not Found,Not Found,"452 FIRST ST. EAST, SUITE H SONOMA, CA 95476",22,2020-04-27
TEAK MASTER INC.,Not Found,Not Found,"9624 RUSH ST UNIT B SOUTH EL MONTE, CA 91733",26,2020-04-30
TED LEVINE DRUM COMPANY,Not Found,Not Found,"1817 CHICO AVE SOUTH EL MONTE, CA 91733",101,2020-04-15
HEALTHY HAIR INC,Not Found,Not Found,"404 N Cedros Ave SOLANA BEACH, CA 92075",22,2020-04-14
"LA PRENDA VINEYARDS MANAGEMENT, INC",Not Found,Not Found,"22380 BROADWAY SONOMA, CA 95476",22,2020-04-16
HINKLE INSURANCE SERVICES,Not Found,Not Found,"777 HIGHWAY S SOLANA BEACH, CA 92075",4,2020-05-03
HERBST CONSTRUCTION INC,Not Found,Not Found,"265 SANTA HELENA STE 205 SOLANA BEACH, CA 92075",27,2020-05-03
"HERBST CONSTRUCTION, INC.",Not Found,Not Found,"16022 Highway 75 LE MARS, IA 51031",27,2020-04-03
SUNMERRY CALIFORNIA INC.,Not Found,Not Found,"1800 FLORADALE AVE SOUTH EL MONTE, CA 91733",91,2020-04-11
"ZACHARY A. COOPER, M.D., A PROFESSIONAL CORPORATION",Not Found,Not Found,"19933 GREENLEY RD, SUITE C SONORA, CA 95370",20,2020-04-16
"STUDIO9D8, INC.",Not Found,Not Found,"9743 ALESIA ST SOUTH EL MONTE, CA 91733",17,2020-04-11
"JKT ASSOCIATES, INC.",Not Found,Not Found,"21600 8th Street East Suite 4 SONOMA, CA 95476",31,2020-05-01
HAMILTON THARP LLP,Not Found,Not Found,"323 N. Highway 101 SOLANA BEACH, CA 92075",19,2020-04-16
LA LUZ CENTER,Not Found,Not Found,"17560 GREGER ST SONOMA, CA 95476",16,2020-04-11
YOSEMITE TITLE COMPANY,Not Found,Not Found,"208 S. WASHINGTON ST SONORA, CA 95370",17,2020-04-14
"HALLMARK COMMUNITIES, INC",Not Found,Not Found,"740 LOMAS SANTA FE DRIVE STE 204 SOLANA BEACH, CA 92075",13,2020-04-16
SPIKE LIGHTING INC,Not Found,Not Found,"2444 STROZIER AVE SOUTH EL MONTE, CA 91733",35,2020-04-08
"SPJ LIGHTING, INC.",Not Found,Not Found,"2107 Chico Avenue SOUTH EL MONTE, CA 91733",15,2020-04-29
"GLOBAL LEGAL RESOURCES, LLP",Not Found,Not Found,"380 Stevens Ave. SOLANA BEACH, CA 92075",6,2020-04-08
JAGUAR PROPERTIES CORPORATION,Not Found,Not Found,"20580 8th St E SONOMA, CA 95476",48,2020-05-03
WELLER CONSTRUCTION INC,Not Found,Not Found,"10693 BRENNCAN CT SONORA, CA 95370",13,2020-04-29
JAD ELKHOURY DDS APC,Not Found,Not Found,"75 ANDRIEUX ST SONOMA, CA 95476",Not Found,2020-05-03
"WATCH RESOURCES, INC.",Not Found,Not Found,"12801 CABEZUT RD SONORA, CA 95370",59,2020-04-06
GREG AGEE CONSTRUCTION INC.,Not Found,Not Found,"130 S. CEDROS, #200 SOLANA BEACH, CA 92075",0,2020-04-16
SOUTHERN CALIFORNIA FOOD INC.,Not Found,Not Found,"9715 ALPACA ST SOUTH EL MONTE, CA 91733",24,2020-04-27
"INNERSTAVE, LLC",Not Found,Not Found,"21660 8TH ST E SONOMA, CA 95476",23,2020-04-10
UV SKINZ INC,Not Found,Not Found,"14914 Camage Ave SONORA, CA 95370",18,2020-04-08
"TRI-TECHNIC, INC.",Not Found,Not Found,"185 FAIRVIEW LN SONORA, CA 95370",17,2020-04-15
HOPMONK TAVERN-SONOMA,Not Found,Not Found,"691 BROADWAY SONOMA, CA 95476",50,2020-04-13
"SOUTHEAST CONSTRUCTION PRODUCTS, INC.",Not Found,Not Found,"11029 WEAVER AVE SOUTH EL MONTE, CA 91733",46,2020-04-28
FOX LAW APC,Not Found,Not Found,"225 WEST PLAZA STREET SUITE 102 SOLANA BEACH, CA 92075",Not Found,2020-05-03
"GERRITY GROUP, LLC",Not Found,Not Found,"973 Lomas Santa Fe Dr SOLANA BEACH, CA 92075",67,2020-04-09
SOUTH ALLIANCE INDUSTRIAL MACHINE INC.,Not Found,Not Found,"2423 TROY AVENUE SOUTH EL MONTE, CA 91733",13,2020-04-10
"SIGNET TOURS, INC.",Not Found,Not Found,"1170 Durfee Ave. Ste# E SOUTH EL MONTE, CA 91733",15,2020-04-28
HANNA BOYS CENTER,Not Found,Not Found,"17000 ARNOLD DRIVE SONOMA, CA 95476",Not Found,2020-05-03
"THE PEPPERY, INC.",Not Found,Not Found,"13494 MONO WAY SONORA, CA 95370",43,2020-04-06
HERRICK DRYWALL INC,Not Found,Not Found,"1105 Solano Ave SONOMA, CA 95476",50,2020-05-05
FLEX PARTNERS INC,Not Found,Not Found,"531 STEVENS AVE WEST SUITE A SOLANA BEACH, CA 92075",Not Found,2020-05-03
FIT ATHLETIC-SOLANA BEACH LLC,Not Found,Not Found,"511 Hwy 101 SOLANA BEACH, CA 92075",77,2020-04-28
SOURCEONE DISPLAYS LLC,Not Found,Not Found,"20833 MECHANICAL DR SONORA, CA 95370",23,2020-05-01
SIGN INDUSTRIES INC,Not Found,Not Found,"2101 CARRILLO PRIVADO SOUTH EL MONTE, CA 91733",37,2020-04-08
"DREAMTSOFT, INC.",Not Found,Not Found,"539 S CEDROS AVE SOLANA BEACH, CA 92075",7,2020-05-01
SONORA SMILES CORP.,Not Found,Not Found,"14255 TUOLUMNE RD SONORA, CA 95370",11,2020-04-15
HAMMETT & EDISON INC,Not Found,Not Found,"470 3RD ST W SONOMA, CA 95476",18,2020-04-28
SONORA SPORTS &AMP; FITNESS CENTER,Not Found,Not Found,"13760 MONO WAY SONORA, CA 95370",150,2020-05-03
"ELLIPTIGO, INC.",Not Found,Not Found,"722 Genevieve St Ste O SOLANA BEACH, CA 92075",11,2020-04-10
SIERRA LANDSCAPE DEVELOPMENT,Not Found,Not Found,"2209 1/2 CHICO AVE SOUTH EL MONTE, CA 91733",65,2020-04-13
HAMEL FAMILY WINES LLC,Not Found,Not Found,"15401 Sonoma Highway SONOMA, CA 95476",24,2020-04-05
GREYSTONE WEST COMPANY,Not Found,Not Found,"621 WEST SPAIN ST SONOMA, CA 95476",18,2020-04-28
DEL SOL RESOURCES,Not Found,Not Found,"249 S. HWY 101 #532 SOLANA BEACH, CA 92075",Not Found,2020-05-03
DESIGN DESIGN INC,Not Found,Not Found,"439 S CEDROS AVE STE 403 SOLANA BEACH, CA 92075",6,2020-05-03
SONORA REALTY GROUP INC,Not Found,Not Found,"8 South Washington Street SONORA, CA 95370",3,2020-04-15
SONORA LUMBER COMPANY,Not Found,Not Found,"730 S Washington St SONORA, CA 95370",33,2020-05-03
GOPHER IT TRENCHLESS SEWER REPLACEMENT,Not Found,Not Found,"21675 ARNOLD DR SONOMA, CA 95476",13,2020-04-28
SANTOSHI CORPORATION,Not Found,Not Found,"2439 SEAMAN AVE SOUTH EL MONTE, CA 91733",Not Found,2020-04-15
SENSITIVE ENVIRONMENTAL INC.,Not Found,Not Found,"2459 1/2 Chico Avenue SOUTH EL MONTE, CA 91733",0,2020-04-14
PROMOTIONAL DESIGN CONCEPTS,Not Found,Not Found,"9872 RUSH ST. SOUTH EL MONTE, CA 91733",Not Found,2020-05-03
P & T METALS INC,Not Found,Not Found,"2213 TYLER AVE SOUTH EL MONTE, CA 91733",35,2020-04-15
SONORA ANESTHESIA SERVICES MEDICAL GROUP,Not Found,Not Found,"39 N WASHINGTON ST STE B SONORA, CA 95370",8,2020-05-03
"SONORA AUTOMOTIVE, INC",Not Found,Not Found,"13411 MONO WAY SONORA, CA 95370",36,2020-04-09
"DALEY & HEFT, LLP",Not Found,Not Found,"462 Stevens Ave. Suite 201 SOLANA BEACH, CA 92075",46,2020-04-15
"GMH BUILDERS, INC.",Not Found,Not Found,"901 BROADWAY SONOMA, CA 95476",22,2020-04-14
"GMIC VINEYARDS, LLC",Not Found,Not Found,"18596 Lomita Ave SONOMA, CA 95476",26,2020-04-14
DALE TRUDEAU D.D.S. A PROFESSIONAL CORP.,Not Found,Not Found,"625 Valley Avenue SOLANA BEACH, CA 92075",13,2020-04-30
SIERRA VETERINARY CARE,Not Found,Not Found,"708 MONO WAY SONORA, CA 95370",31,2020-04-15
"NIBAI, INC.",Not Found,Not Found,"1705 CHICO AVE SOUTH EL MONTE, CA 91733",11,2020-05-11
"GHILARDUCCI ENTERPRISES, INC.",Not Found,Not Found,"241 1st Street West SONOMA, CA 95476",20,2020-04-14
"COR MEDICAL VENTURES, LLC",Not Found,Not Found,"215 S HIGHWAY 101 STE 200 SOLANA BEACH, CA 92075",12,2020-05-01
"OUT OF THE SHELL, LLC",Not Found,Not Found,"9658 REMER ST SOUTH EL MONTE, CA 91733",98,2020-04-27
SIERRA RESOURCE MANAGEMENT INC,Not Found,Not Found,"15900 GRANITE PARK WAY SONORA, CA 95370",10,2020-04-27
D. D. &AMP; S. LEARNING SYSTEMS INC.,Not Found,Not Found,"353 SIERRA AVE S SOLANA BEACH, CA 92075",135,2020-05-03
"GENERATIONS OF SONOMA, LLC",Not Found,Not Found,"21481 8TH ST SONOMA, CA 95476",14,2020-04-28
NEW ANANDA MEDICAL & URGENT CARE INC,Not Found,Not Found,"1648 TYLER AVE STE B SOUTH EL MONTE, CA 91733",20,2020-04-30
CM MANAGEMENT SERVICES,Not Found,Not Found,"236 S. Sierra Avenue SOLANA BEACH, CA 92075",0,2020-05-01
NEW ACRE FARM PRODUCE INC,Not Found,Not Found,"10927 Rush Street SOUTH EL MONTE, CA 91733",12,2020-06-30
GANAU AMERICA INC,Not Found,Not Found,"2100 Carneros Oak Ln SONOMA, CA 95476",14,2020-04-30
CLADDING CORP.,Not Found,Not Found,"420 N Cedros Ave # 103 SOLANA BEACH, CA 92075",10,2020-04-09
"VINTAGE VITICULTURE, INC",Not Found,Not Found,"2206 Hill Haven Rd SOLVANG, CA 93463",38,2020-04-28
"SIERRA EMERGENCY MEDICAL GROUP, INC.",Not Found,Not Found,"39 N WASHINGTON ST SONORA, CA 95370",40,2020-04-29
"SIERRA MOUNTAIN CONSTRUCTION, INC",Not Found,Not Found,"13909 Mono Way SONORA, CA 95370",Not Found,2020-04-10
VALLEY FRESH MARKET LLC,Not Found,Not Found,"608 ALAMO PINTADO RD SOLVANG, CA 93463",65,2020-04-27
"FREE FLOW WINES, LLC",Not Found,Not Found,"21945 Carneros Lake Lane STE 1 SONOMA, CA 95476",150,2020-04-28
NC COMMUNICATIONS INC.,Not Found,Not Found,"2440 Strozier Avenue SOUTH EL MONTE, CA 91733",61,2020-04-14
"FLYING LIZARD MOTORSPORTS, LLC",Not Found,Not Found,"29663 Arnold Drive SONOMA, CA 95476",5,2020-04-15
SIERRA BIBLE CHURCH,Not Found,Not Found,"15171 TUOLUMNE RD SONORA, CA 95370",19,2020-04-11
NC COMMUNICATIONS INC.,Not Found,Not Found,"200 MOSSWOOD BLVD YOUNGSVILLE, NC 27596",47,2020-05-05
CIENCE TECHNOLOGIES INC,Not Found,Not Found,"634 Valley Ave SOLANA BEACH, CA 92075",24,2020-04-27
"NATIONS RECOVERY SERVICES, INC.",Not Found,Not Found,"1864 Penn Mar Ave SOUTH EL MONTE, CA 91733",30,2020-04-13
CHIEF'S INC,Not Found,Not Found,"124 lomas santa fe drive SOLANA BEACH, CA 92075",20,2020-04-12
"ROYCE CONSTRUCTION & DESIGN, INC.",Not Found,Not Found,"18851 MICROTRONICS WAY A 7 SONORA, CA 95370",10,2020-04-27
"NATIONAL CUSTOM DOORS, INC",Not Found,Not Found,"2426 Seaman Ave SOUTH EL MONTE, CA 91733",35,2020-04-30
FASTENING SYSTEMS INT'L INC,Not Found,Not Found,"1206 E MacArthur St SONOMA, CA 95476",14,2020-04-29
"SOLVANG LUTHERAN HOME, INC.",Not Found,Not Found,"636 ATTERDAG RD SOLVANG, CA 93463",170,2020-05-20
CALRAY ELECTRIC INC,Not Found,Not Found,"525 STEVENS AVE W SOLANA BEACH, CA 92075",15,2020-05-03
SUCCULENT GROUP INC,Not Found,Not Found,"1557 MISSION DR SOLVANG, CA 93463",39,2020-04-27
"EVEHRTAY, LLC",Not Found,Not Found,"421 1ST ST SONOMA, CA 95476",24,2020-04-16
"ROBERT E BOYER CONSTRUCTION, INC.",Not Found,Not Found,"19608 MONO WAY SONORA, CA 95370",19,2020-04-13
"WEST COAST HARVESTING, INC",Not Found,Not Found,"5716 W Greentree Dr SOMIS, CA 93066",127,2020-04-27
"TRICK OR TREAT STUDIOS, INC.",Not Found,Not Found,"3085 Carriker Ln Ste E SOQUEL, CA 95073",42,2020-04-08
SOLVANG FRIENDSHIP HOUSE,Not Found,Not Found,"880 FRIENDSHIP LN SOLVANG, CA 93463",49,2020-04-27
"CALIFORNIA AUTOMOTIVE TECHNOLOGIES, INC.",Not Found,Not Found,"371 North Highway 101 SOLANA BEACH, CA 92075",13,2020-04-15
EL PUEBLO MOTEL INC,Not Found,Not Found,"896 West Napa Street SONOMA, CA 95476",25,2020-04-28
REICH'S OUTPOST LLC,Not Found,Not Found,"20661 Soulsbyville Road SONORA, CA 95370",7,2020-04-28
"MIKE'S MICRO PARTS, INC.",Not Found,Not Found,"1901 POTRERO AVE SOUTH EL MONTE, CA 91733",Not Found,2020-04-29
"MONTEREY CASKET CO., INC.",Not Found,Not Found,"2404 CHICO AVE SOUTH EL MONTE, CA 91733",19,2020-04-30
SYSTEM STUDIES INCORPORATED,Not Found,Not Found,"2900 RESEARCH PARK DRIVE SOQUEL, CA 95073",Not Found,2020-05-03
"SOLVANG BREWING COMPANY, INC.",Not Found,Not Found,"1547 Mission Dr SOLVANG, CA 93463",0,2020-04-06
"VENEGAS FARMING, LLC",Not Found,Not Found,"8002 BALCOM CANYON RD SOMIS, CA 93066",100,2020-05-03
C2 BUILDING GROUP,Not Found,Not Found,"107 S Cedros Avenue SOLANA BEACH, CA 92075",25,2020-05-07
"BURTON STUDIO, INC.",Not Found,Not Found,"307 S. CEDROS AVE SOLANA BEACH, CA 92075",20,2020-04-10
MARISCAL PAINTING,Not Found,Not Found,"9220 KLINGERMAN ST SOUTH EL MONTE, CA 91733",Not Found,2020-05-03
O M JONES INC,Not Found,Not Found,"18897 MICRO TRONICS WAY SONORA, CA 95370",34,2020-04-27
VALLEY GROWERS NURSERY INC,Not Found,Not Found,"4501 BALCOM CANYON RD SOMIS, CA 93066",45,2020-05-03
ECCO INSULATION INC,Not Found,Not Found,"19698 8th St E Ste B SONOMA, CA 95476",15,2020-04-30
SANTA YNEZ VALLEY PEOPLE HELPING PEOPLE,Not Found,Not Found,"545 N Alisal Road #102 SOLVANG, CA 93464",23,2020-04-30
"SLO PARTNERS, INC.",Not Found,Not Found,"7013 Glen Haven Rd SOQUEL, CA 95073",12,2020-04-10
MAGS PREMIER ATHLETICS INC,Not Found,Not Found,"1736 Potrero Ave SOUTH EL MONTE, CA 91733",25,2020-04-28
RANDY L TOY INC,Not Found,Not Found,"13765 MONO WAY SONORA, CA 95370",48,2020-04-27
BRIXTON METRO PLAZA LLC,Not Found,Not Found,"120 S Sierra Ave SOLANA BEACH, CA 92075",223,2020-04-10
OLSEN'S DANISH BAKERY,Not Found,Not Found,"1529 MISSION DR SOLVANG, CA 93463",24,2020-04-30
JET RHYS INC,Not Found,Not Found,"437 S HIGHWAY 101 STE 205 SOLANA BEACH,, CA 92075",20,2020-05-03
NATES TREE SERVICE,Not Found,Not Found,"16603 MEADOWLARK DR SONORA, CA 95370",74,2020-05-01
"LOS ANGELES PARTYWORKS, INC.",Not Found,Not Found,"9712 ALPACA ST SOUTH EL MONTE, CA 91733",20,2020-05-01
"THE DUDES' BREWING COMPANY, LLC",Not Found,Not Found,"4941 NORTHRIDGE DR SOMIS, CA 93066",14,2020-04-11
"E.K. EXCAVATING, INC.",Not Found,Not Found,"22725 8TH ST EAST SONOMA, CA 95476",21,2020-04-09
RICHARD MICHAEL HARRISON,Not Found,Not Found,"2591 S. MAIN ST SOQUEL, CA 95073",0,2020-04-09
BRIXTON CAPITAL AC LLC,Not Found,Not Found,"120 South Sierra Ave SOLANA BEACH, CA 92075",34,2020-04-08
"SMITH & SONS CONCRETE, INC.",Not Found,Not Found,"6291 LA CUMBRE RD SOMIS, CA 93066",22,2020-04-28
"LINDSEY & HALL, INC.",Not Found,Not Found,"940 N. Durfee Ave. Suite B SOUTH EL MONTE, CA 91733",17,2020-04-13
DON SEBASTIANI & SONS INTERNATIONAL WINE NEGOCIANTS,Not Found,Not Found,"19150 HIGHWAY 12 SONOMA, CA 95476",60,2020-04-04
BRAINARD STRATEGY,Not Found,Not Found,"125 S HIGHWAY 101 SOLANA BEACH, CA 92075",13,2020-04-29
MOUNTAIN METHODS INC,Not Found,Not Found,"591 S WASHINGTON ST SONORA, CA 95370",9,2020-06-10
PROVAC SALES INC.,Not Found,Not Found,"3131 Soquel Drive SOQUEL, CA 95073",10,2020-04-08
LUCAS AND LEWELLEN VINEYARDS INC,Not Found,Not Found,"1645 Copenhagen Dr SOLVANG, CA 93463",31,2020-04-15
NIELSEN BUILDING MATERIALS INC,Not Found,Not Found,"1230 MISSION DR SOLVANG, CA 93463",Not Found,2020-05-03
DEAR ZOE LLC,Not Found,Not Found,"625 CHARLES VAN DAMME WAY SONOMA, CA 95476",20,2020-05-01
PREFERRED STRATEGIES,Not Found,Not Found,"2425 PORTER STREET SUITE 20 SOQUEL, CA 95073",Not Found,2020-05-03
LINDER CASTER AND TRUCK INC,Not Found,Not Found,"10749 E RUSH ST. SOUTH EL MONTE, CA 91733",19,2020-04-14
"LEONARDO'S RISTORANTE & PIZZERIA, LLC",Not Found,Not Found,"632 ALAMO PINTADO RD SOLVANG, CA 93463",30,2020-04-27
MOUNTAIN INVESTMENTS LLC,Not Found,Not Found,"19551 HESS AVE SONORA, CA 95370",8,2020-04-05
MOUNTAIN INVESTMENTS LLC,Not Found,Not Found,"3724 E 2ND ST STE D EDMOND, OK 73034",20,2020-04-07
BIMINI TECHNOLOGIES LLC,Not Found,Not Found,"420 Stevens Ave Ste 220 SOLANA BEACH, CA 92075",9,2020-04-27
SHOWCASE REMODELING INC,Not Found,Not Found,"3365 SOMIS RD SOMIS, CA 93066",11,2020-05-01
"LESLIE HEAVY HAUL, LLC",Not Found,Not Found,"17617 BUTTERCUP CIR SONORA, CA 95370",0,2020-04-29
"SATICOY PARTNERS, LLC",Not Found,Not Found,"4450 CLUBHOUSE DRIVE SOMIS, CA 93066",21,2020-04-07
"KILLER PIZZA ENTERPRISES, INC.",Not Found,Not Found,"1345 DOVE MEADOW RD SOLVANG, CA 93463",40,2020-04-07
LIBERTY CLIMATE CONTROL INC,Not Found,Not Found,"2447 Chico Ave SOUTH EL MONTE, CA 91733",20,2020-04-29
D J S STEEL CO INC,Not Found,Not Found,"21779 8TH ST E SONOMA, CA 95476",15,2020-05-11
BELLY UP TAVERN LLC,Not Found,Not Found,"143 S CEDROS AVE STE T SOLANA BEACH, CA 92075",95,2020-05-20
LESLIE ENVIRONMENTAL INDUSTRIES LLC,Not Found,Not Found,"17617 BUTTER CUP CIR SONORA, CA 95370",0,2020-04-29
PET PALS DISCOUNT PET SUPPLIES INC,Not Found,Not Found,"3660 SOQUEL DR SOQUEL, CA 95073",22,2020-05-03
"ROLLA J. WILHITE, INC.",Not Found,Not Found,"1048 E LA LOMA AVE SOMIS, CA 93066",16,2020-05-01
COOK VINEYARD MANAGEMENT INC,Not Found,Not Found,"20995 5TH ST E SONOMA, CA 95476",30,2020-04-14
"OLIVE SPRINGS QUARRY, INC.",Not Found,Not Found,"1299 Olive Springs Road SOQUEL, CA 95073",8,2020-04-13
KAZALI HOLDINGS INC,Not Found,Not Found,"2436 BASELINE AVE SOLVANG, CA 93463",0,2020-04-30
BAUER PACIFIC CONSTRUCTION INC,Not Found,Not Found,"243 N HIGHWAY 101 Suite 12 SOLANA BEACH, CA 92075",Not Found,2020-04-14
"L.K. LEHMAN TRUCKING, INC",Not Found,Not Found,"19333 Industrial Dr. SONORA, CA 95370",0,2020-04-29
LEGION FOOD TRUCKS,Not Found,Not Found,"2112 Santa Anita Avenue SOUTH EL MONTE, CA 91733",17,2020-04-14
CLINE CELLARS INC,Not Found,Not Found,"24737 ARNOLD DR SONOMA, CA 95476",369,2020-04-12
"ERLING POHLS, CONTRACTOR",Not Found,Not Found,"1797 MISSION DR SOLVANG, CA 93463",25,2020-06-19
MERGE4 MFG INC.,Not Found,Not Found,"6353 GLEN HAVEN RD SOQUEL, CA 95073",10,2020-04-06
"ANKLESARIA GROUP, INC.",Not Found,Not Found,"201 LOMAS SANTA FE DRIVE STE 460 SOLANA BEACH, CA 92075",10,2020-05-03
KINEMATIC AUTOMATION INC,Not Found,Not Found,"21085 Longeway Rd SONORA, CA 95370",25,2020-04-15
ZABALA VINEYARDS INC,Not Found,Not Found,"39745 LOS COCHES RD SOLEDAD, CA 93960",64,2020-04-28
"LAWRENCE EQUIPMENT, INC.",Not Found,Not Found,"2034 NORTH PECK RD SOUTH EL MONTE, CA 91733",308,2020-04-14
PERFORMANCE NURSERY CORPORATION,Not Found,Not Found,"6001 E. Los Angeles Avenue SOMIS, CA 93066",70,2020-04-15
"CHAISE VENTURES, INC.",Not Found,Not Found,"585 First Street West SONOMA, CA 95476",14,2020-04-15
"AMERICARE HEALTH & RETIREMENT, INC.",Not Found,Not Found,"140 LOMAS SANTA FE DR # 103 SOLANA BEACH, CA 92075",235,2020-04-06
"KUSTOM LIGHTING PRODUCTS, INC.",Not Found,Not Found,"2107 Chico Avenue SOUTH EL MONTE, CA 91733",28,2020-05-03
VASQUEZ BROTHERS INC,Not Found,Not Found,"157 KIDDER ST SOLEDAD, CA 93960",60,2020-04-12
KENNOLYN CAMPS,Not Found,Not Found,"8400 Glen Haven Rd SOQUEL, CA 95073",150,2020-04-12
"CUSTOM HARDSCAPES, INC.",Not Found,Not Found,"1130 MISSION DRIVE STE 102 SOLVANG, CA 93463",36,2020-04-27
"JOHN D. EGGER, INCORPORATED",Not Found,Not Found,"18352 TUOLUMNE RD SONORA, CA 95370",24,2020-04-14
"CARNEROS VINTNERS, INC.",Not Found,Not Found,"4202 STAGE GULCH RD SONOMA, CA 95476",17,2020-04-04
"J.J.'S SALOON AND SOCIAL CLUB, LLC",Not Found,Not Found,"4714 Soquel Dr SOQUEL, CA 95073",7,2020-04-14
"MOBILITY MANAGEMENT PARTNERS, INC.",Not Found,Not Found,"5873 LA CUMBRE RD SOMIS, CA 93066",24,2020-04-27
"ALWAYSAI, INC.",Not Found,Not Found,"420 Stevens Avenue Suite 270 SOLANA BEACH, CA 92075",15,2020-04-30
"KUMJIAN ENTERPRISES, INC.",Not Found,Not Found,"9254 E. GARVEY AVE. SOUTH EL MONTE, CA 91733",15,2020-04-13
VALLEY FARM APPLICATIONS,Not Found,Not Found,"PO BOX 425 SOLEDAD, CA 93960",15,2020-04-30
J & C HEATING/AIR CONDITIONING,Not Found,Not Found,"PO Box 1078 SOQUEL, CA 95073",44,2020-04-07
J HART PLUMBING INC,Not Found,Not Found,"18887 PLUM INDUSTRIAL CT SONORA, CA 95370",19,2020-04-06
CARNEROS VINEYARD MANAGEMENT LLC,Not Found,Not Found,"472 FIFTH STREET WEST SONOMA, CA 95476",Not Found,2020-05-03
"KINGFISHER TRADING CO., INC.",Not Found,Not Found,"9320 MABEL AVE SOUTH EL MONTE, CA 91733",25,2020-04-11
ALL PRO BAIL BONDS INC,Not Found,Not Found,"512 Via De La Valle STE 302 SOLANA BEACH, CA 92075",124,2020-04-11
SEQUOIA CONSULTING GROUP LLC,Not Found,Not Found,"125 N. Acacia Ave Ste 101 SOLAN BEACH, CA 92075",84,2020-04-27
"MIKE'S FARM LABOR, INC.",Not Found,Not Found,"5716 W GREENTREE DR SOMIS, CA 93012",330,2020-04-28
"SAN SABA VINEYARDS, INC.",Not Found,Not Found,"35801 FOOTHILL RD SOLEDAD, CA 93960",12,2020-04-16
CALIFORNIA FRESH BRANDS SLO LLC,Not Found,Not Found,"2886 MISSION DR SOLVANG, CA 93463",102,2020-04-28
JUSTIN INC.,Not Found,Not Found,"C/o Cucina Rustica SEDONA, AZ 86351",11,2020-05-01
"BRODERICK GENERAL ENGINEERING, INC.",Not Found,Not Found,"21750 8TH ST SONOMA, CA 95476",72,2020-04-28
"JUSTIN, INC.",Not Found,Not Found,"2663 LEE AVE SOUTH EL MONTE, CA 91733",26,2020-04-28
INTERNET MARKETING OPTIMIZATION SYSTEMS,Not Found,Not Found,"123 Hoover Road SOQUEL, CA 95073",8,2020-04-12
ADAPTIVE GLOBALIZATION INC,Not Found,Not Found,"512 VIA DE LA VALLE STE 302 SOLANA BEACH, CA 92075",20,2020-04-30
L B L EQUIPMENT REPAIR,Not Found,Not Found,"4755 E LOS ANGELES AVE SOMIS, CA 93066",12,2020-04-29
RED BUCKET WINE LLC,Not Found,Not Found,"5051 GRANITE SPRINGS WINERY RD SOMERSET, CA 95684",9,2020-05-08
"C&D, LLP",Not Found,Not Found,"690 ALAMO PINTADO ROAD SOLVANG, CA 93463",33,2020-04-27
COSTA FARMS INC,Not Found,Not Found,"36817 FOOTHILL RD SOLEDAD, CA 93960",67,2020-04-27
GLENN S CALDWELL INSURANCE SERVICE INC,Not Found,Not Found,"14566 MONO WAY SONORA, CA 95370",16,2020-04-27
G. W JOEL CONSTRUCTION INC,Not Found,Not Found,"604 Olive Springs Road SOQUEL, CA 95073",0,2020-04-15
BOYS & GIRLS CLUBS OF SONOMA VALLEY,Not Found,Not Found,"100 WEST VERANO AVE SONOMA, CA 95476",21,2020-04-27
"CFO UNLIMITED, INC.",Not Found,Not Found,"404 Aztlan Cir SOLEDAD, CA 93960",500,2020-04-28
JUSTAR FASHION INC,Not Found,Not Found,"2660 CHICO AVE SOUTH EL MONTE, CA 91733",55,2020-05-07
"INNOCENTI CONSTRUCTION, INC.",Not Found,Not Found,"5631 La Cumbre Rd. SOMIS, CA 93066",28,2020-06-26
"BUSINESS EXECUTIVES TRAVEL ASSOCIATION, INC.",Not Found,Not Found,"1693 MISSION DRIVE SOLVANG, CA 93463",9,2020-05-03
"MYKA CELLARS, INC",Not Found,Not Found,"7449 Fairplay Rd SOMERSET, CA 95684",Not Found,2020-06-29
"FRONT PORCH, INC.",Not Found,Not Found,"905 MONO WAY SONORA, CA 95370",44,2020-04-09
"HAGLE LUMBER COMPANY, INC.",Not Found,Not Found,"3100 SOMIS RD SOMIS, CA 93066",55,2020-04-13
MEDITERRANEAN VINEYARDS,Not Found,Not Found,"7449 FAIRPLAY RD SOMERSET, CA 95684",18,2020-05-21
"BRAGA RANCH, INC.",Not Found,Not Found,"33750 Moranda Road SOLEDAD, CA 93960",258,2020-04-16
"FOLGER & BURT ARCHITECTURAL HARDWARE, INC",Not Found,Not Found,"4635 West Walnut St. SOQUEL, CA 95073",9,2020-04-07
BOLT STAFFING SERVICE INC,Not Found,Not Found,"955 Broadway SONOMA, CA 95476",182,2020-04-15
"BUELLFLAT ROCK COMPANY, INC.",Not Found,Not Found,"1214 MISSION DR SOLVANG, CA 93463",13,2020-04-15
"JANI SERVICES, INC.",Not Found,Not Found,"9646 Remer Street SOUTH EL MONTE, CA 91733",65,2020-04-28
"DK ELECTRICAL CONTRACTORS, INC.",Not Found,Not Found,"1785 E LA LOMA AVE SOMIS, CA 93066",24,2020-04-28
"FOOTHILL-SIERRA PEST CONTROL, INC.",Not Found,Not Found,"11072 MOUNTAIN BROW RD SONORA, CA 95370",45,2020-05-03
